seq,HOTA(0),LocA(0),HOTALocA(0),HOTA___5,HOTA___10,HOTA___15,HOTA___20,HOTA___25,HOTA___30,HOTA___35,HOTA___40,HOTA___45,HOTA___50,HOTA___55,HOTA___60,HOTA___65,HOTA___70,HOTA___75,HOTA___80,HOTA___85,HOTA___90,HOTA___95,HOTA___AUC,DetA___5,DetA___10,DetA___15,DetA___20,DetA___25,DetA___30,DetA___35,DetA___40,DetA___45,DetA___50,DetA___55,DetA___60,DetA___65,DetA___70,DetA___75,DetA___80,DetA___85,DetA___90,DetA___95,DetA___AUC,AssA___5,AssA___10,AssA___15,AssA___20,AssA___25,AssA___30,AssA___35,AssA___40,AssA___45,AssA___50,AssA___55,AssA___60,AssA___65,AssA___70,AssA___75,AssA___80,AssA___85,AssA___90,AssA___95,AssA___AUC,DetRe___5,DetRe___10,DetRe___15,DetRe___20,DetRe___25,DetRe___30,DetRe___35,DetRe___40,DetRe___45,DetRe___50,DetRe___55,DetRe___60,DetRe___65,DetRe___70,DetRe___75,DetRe___80,DetRe___85,DetRe___90,DetRe___95,DetRe___AUC,DetPr___5,DetPr___10,DetPr___15,DetPr___20,DetPr___25,DetPr___30,DetPr___35,DetPr___40,DetPr___45,DetPr___50,DetPr___55,DetPr___60,DetPr___65,DetPr___70,DetPr___75,DetPr___80,DetPr___85,DetPr___90,DetPr___95,DetPr___AUC,AssRe___5,AssRe___10,AssRe___15,AssRe___20,AssRe___25,AssRe___30,AssRe___35,AssRe___40,AssRe___45,AssRe___50,AssRe___55,AssRe___60,AssRe___65,AssRe___70,AssRe___75,AssRe___80,AssRe___85,AssRe___90,AssRe___95,AssRe___AUC,AssPr___5,AssPr___10,AssPr___15,AssPr___20,AssPr___25,AssPr___30,AssPr___35,AssPr___40,AssPr___45,AssPr___50,AssPr___55,AssPr___60,AssPr___65,AssPr___70,AssPr___75,AssPr___80,AssPr___85,AssPr___90,AssPr___95,AssPr___AUC,LocA___5,LocA___10,LocA___15,LocA___20,LocA___25,LocA___30,LocA___35,LocA___40,LocA___45,LocA___50,LocA___55,LocA___60,LocA___65,LocA___70,LocA___75,LocA___80,LocA___85,LocA___90,LocA___95,LocA___AUC,OWTA___5,OWTA___10,OWTA___15,OWTA___20,OWTA___25,OWTA___30,OWTA___35,OWTA___40,OWTA___45,OWTA___50,OWTA___55,OWTA___60,OWTA___65,OWTA___70,OWTA___75,OWTA___80,OWTA___85,OWTA___90,OWTA___95,OWTA___AUC,HOTA_TP___5,HOTA_TP___10,HOTA_TP___15,HOTA_TP___20,HOTA_TP___25,HOTA_TP___30,HOTA_TP___35,HOTA_TP___40,HOTA_TP___45,HOTA_TP___50,HOTA_TP___55,HOTA_TP___60,HOTA_TP___65,HOTA_TP___70,HOTA_TP___75,HOTA_TP___80,HOTA_TP___85,HOTA_TP___90,HOTA_TP___95,HOTA_TP___AUC,HOTA_FN___5,HOTA_FN___10,HOTA_FN___15,HOTA_FN___20,HOTA_FN___25,HOTA_FN___30,HOTA_FN___35,HOTA_FN___40,HOTA_FN___45,HOTA_FN___50,HOTA_FN___55,HOTA_FN___60,HOTA_FN___65,HOTA_FN___70,HOTA_FN___75,HOTA_FN___80,HOTA_FN___85,HOTA_FN___90,HOTA_FN___95,HOTA_FN___AUC,HOTA_FP___5,HOTA_FP___10,HOTA_FP___15,HOTA_FP___20,HOTA_FP___25,HOTA_FP___30,HOTA_FP___35,HOTA_FP___40,HOTA_FP___45,HOTA_FP___50,HOTA_FP___55,HOTA_FP___60,HOTA_FP___65,HOTA_FP___70,HOTA_FP___75,HOTA_FP___80,HOTA_FP___85,HOTA_FP___90,HOTA_FP___95,HOTA_FP___AUC,MOTA,MOTP,MODA,CLR_Re,CLR_Pr,MTR,PTR,MLR,sMOTA,CLR_F1,FP_per_frame,MOTAL,MOTP_sum,CLR_TP,CLR_FN,CLR_FP,IDSW,MT,PT,ML,Frag,CLR_Frames,IDF1,IDR,IDP,IDTP,IDFN,IDFP,Dets,GT_Dets,IDs,GT_IDs
MOT17-02-FRCNN,0.40314419648663774,0.7474304843643882,0.3013222620486997,0.40314419648663774,0.4028291725907261,0.4023327499085295,0.4010256260803461,0.3995912678258095,0.39767246609330764,0.3947419612999407,0.3911214434840331,0.3867089669352442,0.3819020717089781,0.3741699659368877,0.3632638171159744,0.34360325869202785,0.2976757174156256,0.24128139941852617,0.1822739305807048,0.11082800789124608,0.047355945191529705,0.007149430977054682,0.31203533661227006,0.3395166419334323,0.3380274233680978,0.3363295088034685,0.3349178682723287,0.3334388519573705,0.33175255559068395,0.32888164467111836,0.3236618833141301,0.3167656559341461,0.30763658940397354,0.2944430217669654,0.27872501897293195,0.2587280243039992,0.22090720255060142,0.1714484356894554,0.12413823777965574,0.07152244880654599,0.027523681749806888,0.00405212140473542,0.24960088506702355,0.4786959550357549,0.4800537798775641,0.4812888474307135,0.4801820625538145,0.4788679555046324,0.47669079747451926,0.47379116024168855,0.4726413317090009,0.47209608209298154,0.4740957265785032,0.47548473918331163,0.4734436876600708,0.4563216516702466,0.4011224247820079,0.3395581503631232,0.2676353907029961,0.1717341553330307,0.08147839977836177,0.012614223067437076,0.39198929058103993,0.3447607771379366,0.3436305903880308,0.34233894838813844,0.3412625800548948,0.34013239330498896,0.3388407513050966,0.3366341962219471,0.3325978149722835,0.32721597330606533,0.320004305473333,0.30940207739088316,0.29648565739195953,0.27958667456003444,0.24611161939615736,0.19907432323341048,0.1502072009041494,0.09079166890910069,0.036435068080297076,0.0054894784995425435,0.2621580052062237,0.9571193784551023,0.9539817720005976,0.9503959360525922,0.9474077394292545,0.9442701329747497,0.9406842970267444,0.9345584939489019,0.923352756611385,0.9084117734946959,0.8883908561183326,0.8589571193784551,0.8230987598984013,0.7761840729119976,0.6832511579261915,0.552666965486329,0.4170028387867922,0.2520543851785447,0.10115045569998506,0.01523980277902286,0.7277988786398987,0.4927699584954338,0.49417890287488353,0.4955926950620802,0.49531278289182895,0.4948830631588765,0.49386356777282064,0.49161710546524606,0.4920047356658014,0.49317720118167635,0.49667139151246925,0.5004374705064438,0.5028971074733892,0.4946017762688858,0.457079214426157,0.40684170532303865,0.34015805202331817,0.23993644442544274,0.13048968804434982,0.022523223249658317,0.4228966360958842,0.9500106130546637,0.9491508147975286,0.9487608342006324,0.947880747314627,0.9467607636600748,0.944973594362706,0.942488912875577,0.9382803183875057,0.929504320429473,0.9245433938904646,0.9100230129243565,0.8995425783837294,0.8706153548509947,0.802297760379272,0.7127523527597951,0.5995747016524852,0.41459769792522183,0.19642447599276555,0.03165163444471022,0.7820965201203465,0.7474304843643882,0.7496149754180778,0.7519790407042194,0.7537858670644091,0.7555329174437423,0.7573677873805871,0.7601794821406685,0.76485617606612,0.7704256098885124,0.7771056224531264,0.7856813043245763,0.7948274380614037,0.804982881032773,0.8224592975693104,0.8450292752842438,0.8678393471791629,0.8955850594856771,0.9278099136985363,0.9616513866320331,0.8049549403258719,0.4062457254801749,0.406154113357643,0.4059112192344154,0.4048063358733354,0.4035820905130177,0.40189833037285905,0.39936738275055034,0.3964838889438056,0.39303610393453053,0.3895031112990358,0.3835569919464106,0.3746588621318995,0.3571854603986935,0.31419880575714043,0.25999482491374204,0.20050127904925058,0.12486805264510452,0.05448551223030094,0.00832138848493023,0.3202504989114126,6406.0,6385.0,6361.0,6341.0,6320.0,6296.0,6255.0,6180.0,6080.0,5946.0,5749.0,5509.0,5195.0,4573.0,3699.0,2791.0,1687.0,677.0,102.0,4871.1578947368425,12175.0,12196.0,12220.0,12240.0,12261.0,12285.0,12326.0,12401.0,12501.0,12635.0,12832.0,13072.0,13386.0,14008.0,14882.0,15790.0,16894.0,17904.0,18479.0,13709.842105263158,287.0,308.0,332.0,352.0,373.0,397.0,438.0,513.0,613.0,747.0,944.0,1184.0,1498.0,2120.0,2994.0,3902.0,5006.0,6016.0,6591.0,1821.842105263158,0.28034013239330496,0.775998848879102,0.28496851622625263,0.3225875894731177,0.8955625280143433,0.14516129032258066,0.2903225806451613,0.5645161290322581,0.20808014101401096,0.47432143704993274,1.165,0.28486440458257123,4651.3371001813375,5994,12587,699,86,9,18,35,204.0,600,0.37722560734351507,0.25655239222862064,0.7122366651725683,4767,13814,1926,6693,18581,150,62
COMBINED,0.40314419648663774,0.7474304843643882,0.3013222620486997,0.40314419648663774,0.4028291725907261,0.4023327499085295,0.4010256260803461,0.3995912678258095,0.39767246609330764,0.3947419612999407,0.3911214434840331,0.3867089669352442,0.3819020717089781,0.3741699659368877,0.3632638171159744,0.34360325869202785,0.2976757174156256,0.24128139941852617,0.1822739305807048,0.11082800789124608,0.047355945191529705,0.007149430977054682,0.31203533661227006,0.3395166419334323,0.3380274233680978,0.3363295088034685,0.3349178682723287,0.3334388519573705,0.33175255559068395,0.32888164467111836,0.3236618833141301,0.3167656559341461,0.30763658940397354,0.2944430217669654,0.27872501897293195,0.2587280243039992,0.22090720255060142,0.1714484356894554,0.12413823777965574,0.07152244880654599,0.027523681749806888,0.00405212140473542,0.24960088506702355,0.4786959550357549,0.4800537798775641,0.4812888474307135,0.4801820625538145,0.4788679555046324,0.47669079747451926,0.47379116024168855,0.4726413317090009,0.47209608209298154,0.4740957265785032,0.47548473918331163,0.4734436876600708,0.4563216516702466,0.4011224247820079,0.3395581503631232,0.2676353907029961,0.1717341553330307,0.08147839977836177,0.012614223067437076,0.39198929058103993,0.3447607771379366,0.3436305903880308,0.34233894838813844,0.3412625800548948,0.34013239330498896,0.3388407513050966,0.3366341962219471,0.3325978149722835,0.32721597330606533,0.320004305473333,0.30940207739088316,0.29648565739195953,0.27958667456003444,0.24611161939615736,0.19907432323341048,0.1502072009041494,0.09079166890910069,0.036435068080297076,0.0054894784995425435,0.2621580052062237,0.9571193784551023,0.9539817720005976,0.9503959360525922,0.9474077394292545,0.9442701329747497,0.9406842970267444,0.9345584939489019,0.923352756611385,0.9084117734946959,0.8883908561183326,0.8589571193784551,0.8230987598984013,0.7761840729119976,0.6832511579261915,0.552666965486329,0.4170028387867922,0.2520543851785447,0.10115045569998506,0.01523980277902286,0.7277988786398987,0.4927699584954338,0.49417890287488353,0.4955926950620802,0.49531278289182895,0.4948830631588765,0.49386356777282064,0.49161710546524606,0.4920047356658014,0.49317720118167635,0.49667139151246925,0.5004374705064438,0.5028971074733892,0.4946017762688858,0.457079214426157,0.40684170532303865,0.34015805202331817,0.23993644442544274,0.13048968804434982,0.022523223249658317,0.4228966360958842,0.9500106130546637,0.9491508147975286,0.9487608342006324,0.947880747314627,0.9467607636600748,0.944973594362706,0.942488912875577,0.9382803183875057,0.929504320429473,0.9245433938904646,0.9100230129243565,0.8995425783837294,0.8706153548509947,0.802297760379272,0.7127523527597951,0.5995747016524852,0.41459769792522183,0.19642447599276555,0.03165163444471022,0.7820965201203465,0.7474304843643882,0.7496149754180778,0.7519790407042194,0.7537858670644091,0.7555329174437423,0.7573677873805871,0.7601794821406685,0.76485617606612,0.7704256098885124,0.7771056224531264,0.7856813043245763,0.7948274380614037,0.804982881032773,0.8224592975693104,0.8450292752842438,0.8678393471791629,0.8955850594856771,0.9278099136985363,0.9616513866320331,0.8049549403258719,0.4062457254801749,0.406154113357643,0.4059112192344154,0.4048063358733354,0.4035820905130177,0.40189833037285905,0.39936738275055034,0.3964838889438056,0.39303610393453053,0.3895031112990358,0.3835569919464106,0.3746588621318995,0.3571854603986935,0.31419880575714043,0.25999482491374204,0.20050127904925058,0.12486805264510452,0.05448551223030094,0.00832138848493023,0.3202504989114126,6406.0,6385.0,6361.0,6341.0,6320.0,6296.0,6255.0,6180.0,6080.0,5946.0,5749.0,5509.0,5195.0,4573.0,3699.0,2791.0,1687.0,677.0,102.0,4871.1578947368425,12175.0,12196.0,12220.0,12240.0,12261.0,12285.0,12326.0,12401.0,12501.0,12635.0,12832.0,13072.0,13386.0,14008.0,14882.0,15790.0,16894.0,17904.0,18479.0,13709.842105263158,287.0,308.0,332.0,352.0,373.0,397.0,438.0,513.0,613.0,747.0,944.0,1184.0,1498.0,2120.0,2994.0,3902.0,5006.0,6016.0,6591.0,1821.842105263158,0.28034013239330496,0.775998848879102,0.28496851622625263,0.3225875894731177,0.8955625280143433,0.14516129032258066,0.2903225806451613,0.5645161290322581,0.20808014101401096,0.47432143704993274,1.165,0.28486440458257123,4651.3371001813375,5994,12587,699,86,9,18,35,204.0,600,0.37722560734351507,0.25655239222862064,0.7122366651725683,4767,13814,1926,6693,18581,150,62
